date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:29:22	41792/41792	---MCZ	200	added ('OK')	text/css	etag:W/%2267e13b14-a340%22	https://fujisilvertech.com/wp-content/plugins/instagram-feed/css/sbi-styles.min.css?ver=6.8.0	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/plugins/instagram-feed/css/sbi-styles.min8e94.css	(from https://fujisilvertech.com/)
15:29:23	116363/116363	---MCZ	200	added ('OK')	text/css	etag:W/%2267e2a626-1c68b%22	https://fujisilvertech.com/wp-includes/css/dist/block-library/style.min.css?ver=d1995c3194b8f82619b5dbc19c104987	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-includes/css/dist/block-library/style.min8e99.css	(from https://fujisilvertech.com/)
15:29:23	95055/95055	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:59:23%20GMT	https://fujisilvertech.com/project/iit-gandhinagar/	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/project/iit-gandhinagar/index.html	(from https://fujisilvertech.com/)
15:29:23	38858/38858	---MCZ	200	added ('OK')	text/css	etag:W/%22685eb09f-97ca%22	https://fujisilvertech.com/wp-content/cache/min/1/wp-content/plugins/wp-job-openings/assets/css/general.min.css?ver=1751036063	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/cache/min/1/wp-content/plugins/wp-job-openings/assets/css/general.min1233.css	(from https://fujisilvertech.com/)
15:29:23	18961/18961	---MCZ	200	added ('OK')	text/css	etag:W/%22676e3688-4a11%22	https://fujisilvertech.com/wp-content/plugins/wp-job-openings/assets/css/style.min.css?ver=3.5.0	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/plugins/wp-job-openings/assets/css/style.min3b71.css	(from https://fujisilvertech.com/)
15:29:23	4298/4298	---MCZ	200	added ('OK')	text/css	etag:W/%22685eb09f-10ca%22	https://fujisilvertech.com/wp-content/cache/min/1/wp-content/themes/fujisilvertech/style.css?ver=1751036063	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/cache/min/1/wp-content/themes/fujisilvertech/style1233.css	(from https://fujisilvertech.com/)
15:29:23	61515/61515	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Jul%202025%2009:59:23%20GMT	https://fujisilvertech.com/Firefox/	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/Firefox/index.html	(from https://fujisilvertech.com/)
15:29:23	12608/12608	---MCZ	200	added ('OK')	text/css	etag:W/%22685eb09f-3140%22	https://fujisilvertech.com/wp-content/cache/min/1/oit7otk.css?ver=1751036063	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/cache/min/1/oit7otk1233.css	(from https://fujisilvertech.com/)
15:29:24	16247/16247	---MCZ	200	added ('OK')	text/css	etag:W/%22685eb09f-3f77%22	https://fujisilvertech.com/wp-content/cache/min/1/npm/swiper@8/swiper-bundle.min.css?ver=1751036063	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/cache/min/1/npm/swiper@8/swiper-bundle.min1233.css	(from https://fujisilvertech.com/)
15:29:24	77501/77501	---MCZ	200	added ('OK')	text/css	etag:W/%22685eb09f-12ebd%22	https://fujisilvertech.com/wp-content/cache/min/1/npm/bootstrap-icons@1.9.1/font/bootstrap-icons.css?ver=1751036063	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/cache/min/1/npm/bootstrap-icons@1.9.1/font/bootstrap-icons1233.css	(from https://fujisilvertech.com/)
15:29:24	6977/6977	---MCZ	200	added ('OK')	text/css	etag:W/%22685eb09f-1b41%22	https://fujisilvertech.com/wp-content/cache/min/1/wp-content/themes/fujisilvertech/assets/fonts/stylesheet.css?ver=1751036063	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/cache/min/1/wp-content/themes/fujisilvertech/assets/fonts/stylesheet1233.css	(from https://fujisilvertech.com/)
15:29:24	226774/226774	---MCZ	200	added ('OK')	text/css	etag:W/%22685eb09f-375d6%22	https://fujisilvertech.com/wp-content/cache/min/1/wp-content/themes/fujisilvertech/assets/css/plugin.css?ver=1751036063	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/cache/min/1/wp-content/themes/fujisilvertech/assets/css/plugin1233.css	(from https://fujisilvertech.com/)
15:29:25	195132/195132	---MCZ	200	added ('OK')	text/css	etag:W/%22685eb09f-2fa3c%22	https://fujisilvertech.com/wp-content/cache/min/1/wp-content/themes/fujisilvertech/assets/css/custom.css?ver=1751036063	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/cache/min/1/wp-content/themes/fujisilvertech/assets/css/custom1233.css	(from https://fujisilvertech.com/)
15:29:25	11142/11142	---MCZ	200	added ('OK')	text/css	etag:W/%22685eb09f-2b86%22	https://fujisilvertech.com/wp-content/cache/min/1/wp-content/themes/fujisilvertech/assets/css/header.css?ver=1751036063	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/cache/min/1/wp-content/themes/fujisilvertech/assets/css/header1233.css	(from https://fujisilvertech.com/)
15:29:25	64040/64040	---MCZ	200	added ('OK')	text/css	etag:W/%22685eb09f-fa28%22	https://fujisilvertech.com/wp-content/cache/min/1/wp-content/themes/fujisilvertech/assets/css/vendor.css?ver=1751036063	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/cache/min/1/wp-content/themes/fujisilvertech/assets/css/vendor1233.css	(from https://fujisilvertech.com/)
15:29:25	10047/10047	---MCZ	200	added ('OK')	text/css	etag:W/%22685eb09f-273f%22	https://fujisilvertech.com/wp-content/cache/min/1/wp-content/themes/fujisilvertech/assets/css/casesdetail.css?ver=1751036063	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/cache/min/1/wp-content/themes/fujisilvertech/assets/css/casesdetail1233.css	(from https://fujisilvertech.com/)
15:29:26	12062/12062	---MCZ	200	added ('OK')	application/json	date:Fri,%2011%20Jul%202025%2009:59:26%20GMT	https://fujisilvertech.com/wp-json/wp/v2/pages/2	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-json/wp/v2/pages/2.json	(from https://fujisilvertech.com/)
15:29:26	225258/225258	---MCZ	200	added ('OK')	application/json	date:Fri,%2011%20Jul%202025%2009:59:26%20GMT	https://fujisilvertech.com/wp-json/	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-json/index.html	(from https://fujisilvertech.com/)
15:29:27	1084/1084	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2011%20Jul%202025%2009:59:27%20GMT	https://fujisilvertech.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/xmlrpc0db0.php	(from https://fujisilvertech.com/)
15:29:27	2371/2371	---MCZ	200	added ('OK')	application/json	date:Fri,%2011%20Jul%202025%2009:51:57%20GMT	https://fujisilvertech.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffujisilvertech.com%2F	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-json/oembed/1.0/embed612f.json	(from https://fujisilvertech.com/)
15:29:27	2568/2568	---MCZ	200	added ('OK')	text/xml	date:Fri,%2011%20Jul%202025%2009:59:27%20GMT	https://fujisilvertech.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffujisilvertech.com%2F&format=xml	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-json/oembed/1.0/embed20ff	(from https://fujisilvertech.com/)
15:29:27	364/364	---M--	200	added ('OK')	image/png	etag:%2264c603fc-193%22	https://fujisilvertech.com/wp-content/uploads/2023/02/cropped-ms-icon-310x310-1-32x32.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/uploads/2023/02/cropped-ms-icon-310x310-1-32x32.png	(from https://fujisilvertech.com/)
15:29:28	2447/2447	---M--	200	added ('OK')	image/png	etag:%2264c603fc-b8f%22	https://fujisilvertech.com/wp-content/uploads/2023/02/cropped-ms-icon-310x310-1-192x192.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/uploads/2023/02/cropped-ms-icon-310x310-1-192x192.png	(from https://fujisilvertech.com/)
15:29:28	2243/2243	---M--	200	added ('OK')	image/png	etag:%2264c603fc-a85%22	https://fujisilvertech.com/wp-content/uploads/2023/02/cropped-ms-icon-310x310-1-180x180.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/uploads/2023/02/cropped-ms-icon-310x310-1-180x180.png	(from https://fujisilvertech.com/)
15:29:28	39187/39187	---M--	200	added ('OK')	image/jpeg	etag:%2264c603fc-9b46%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/light-graybg.jpg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/light-graybg.jpg	(from https://fujisilvertech.com/)
15:29:29	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2011%20Jul%202025%2009:59:28%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/InfraNew/www.googletagmanager.com/gtm.195445.delayed	(from https://fujisilvertech.com/)
15:29:29	10474/10474	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265ba457e-28ea%22	https://fujisilvertech.com/wp-content/uploads/2024/01/fujisilvertechclogo1.svg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/uploads/2024/01/fujisilvertechclogo1.svg	(from https://fujisilvertech.com/)
15:29:29	46714/46714	---M--	200	added ('OK')	image/jpeg	etag:%2264c603fd-c2f5%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/fuji-silvertech-slide-th01.jpg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/fuji-silvertech-slide-th01.jpg	(from https://fujisilvertech.com/)
15:29:29	91996/91996	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:51:11%20GMT	https://fujisilvertech.com/cable-and-power/	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/cable-and-power/index.html	(from https://fujisilvertech.com/)
15:29:29	3105/3105	---M--	200	added ('OK')	image/png	etag:%2264c603fc-1211%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/cable-and-power-blue-icon.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/cable-and-power-blue-icon.png	(from https://fujisilvertech.com/)
15:29:30	86533/86533	---M--	200	added ('OK')	image/jpeg	etag:%2264c603fd-15de7%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/fuji-silvertech-slide-th02.jpg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/fuji-silvertech-slide-th02.jpg	(from https://fujisilvertech.com/)
15:29:30	98209/98209	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:59:30%20GMT	https://fujisilvertech.com/industrial/	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/industrial/index.html	(from https://fujisilvertech.com/)
15:29:30	1263/1263	---M--	200	added ('OK')	image/png	etag:%2264c60401-852%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/water-and-sewage-blue-icon.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/water-and-sewage-blue-icon.png	(from https://fujisilvertech.com/)
15:29:30	69769/69769	---M--	200	added ('OK')	image/jpeg	etag:%2264c603fd-11a3e%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/fuji-silvertech-slide-th03.jpg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/fuji-silvertech-slide-th03.jpg	(from https://fujisilvertech.com/)
15:29:31	95278/95278	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:59:30%20GMT	https://fujisilvertech.com/railways/	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/railways/index.html	(from https://fujisilvertech.com/)
15:29:31	796/796	---M--	200	added ('OK')	image/png	etag:%2264c60400-5ab%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/railway-blue-icon.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/railway-blue-icon.png	(from https://fujisilvertech.com/)
15:29:31	111694/111694	---M--	200	added ('OK')	image/jpeg	etag:%2264c603fd-1c701%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/fuji-silvertech-slide-th04.jpg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/fuji-silvertech-slide-th04.jpg	(from https://fujisilvertech.com/)
15:29:31	100659/100659	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:59:31%20GMT	https://fujisilvertech.com/roads-and-bridges/	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/roads-and-bridges/index.html	(from https://fujisilvertech.com/)
15:29:31	1607/1607	---M--	200	added ('OK')	image/png	etag:%2264c603fd-9db%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/industrial-blue-icon.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/industrial-blue-icon.png	(from https://fujisilvertech.com/)
15:29:31	65107/65107	---M--	200	added ('OK')	image/jpeg	etag:%2264c603fd-10b32%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/fuji-silvertech-slide-th05.jpg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/fuji-silvertech-slide-th05.jpg	(from https://fujisilvertech.com/)
15:29:31	93520/93520	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:59:31%20GMT	https://fujisilvertech.com/water-and-sewage/	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/water-and-sewage/index.html	(from https://fujisilvertech.com/)
15:29:32	88905/88905	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:50:36%20GMT	https://fujisilvertech.com/accreditations/	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/accreditations/index.html	(from https://fujisilvertech.com/)
15:29:32	2441/2441	---M--	200	added ('OK')	image/png	etag:%2264c60400-c6e%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/roads-and-bridges-blue-icon.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/roads-and-bridges-blue-icon.png	(from https://fujisilvertech.com/)
15:29:32	105015/105015	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:59:32%20GMT	https://fujisilvertech.com/clients/	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/clients/index.html	(from https://fujisilvertech.com/)
15:29:32	5438/5438	---M--	200	added ('OK')	image/png	etag:%2264c603fd-195e%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/light.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/light.png	(from https://fujisilvertech.com/)
15:29:33	30354/30354	---M--	200	added ('OK')	image/png	etag:%22684c2767-76ad%22	https://fujisilvertech.com/wp-content/uploads/2025/06/indian-flag.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/uploads/2025/06/indian-flag.png	(from https://fujisilvertech.com/)
15:29:33	99498/99498	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:59:33%20GMT	https://fujisilvertech.com/case-studies/	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/case-studies/index.html	(from https://fujisilvertech.com/)
15:29:33	152057/152057	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:59:33%20GMT	https://fujisilvertech.com/blogs/	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/blogs/index.html	(from https://fujisilvertech.com/)
15:29:33	88607/88607	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:59:33%20GMT	https://fujisilvertech.com/careers/	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/careers/index.html	(from https://fujisilvertech.com/)
15:29:34	24574/24574	---M--	200	added ('OK')	image/png	etag:%22684c2765-6018%22	https://fujisilvertech.com/wp-content/uploads/2025/06/japan-flag.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/uploads/2025/06/japan-flag.png	(from https://fujisilvertech.com/)
15:29:34	39196/39196	---M--	200	added ('OK')	image/webp	etag:%22682c5b8f-991c%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/flag-right-n.webp	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/flag-right-n.webp	(from https://fujisilvertech.com/)
15:29:34	119900/119900	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2009:59:33%20GMT	https://fujisilvertech.com/contact/	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/contact/index.html	(from https://fujisilvertech.com/)
15:29:34	46124/46124	---M--	200	added ('OK')	image/webp	etag:%22682c2deb-b42c%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/flag-right.webp	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/flag-right.webp	(from https://fujisilvertech.com/)
15:29:35	290066/290066	---M--	200	added ('OK')	image/png	etag:%2264c603fc-472da%22	https://fujisilvertech.com/wp-content/uploads/2023/04/w-global-map.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/uploads/2023/04/w-global-map.png	(from https://fujisilvertech.com/)
15:29:35	138157/138157	---M--	200	added ('OK')	image/png	etag:%2264c603fc-21cd8%22	https://fujisilvertech.com/wp-content/uploads/2023/05/japanmep.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/uploads/2023/05/japanmep.png	(from https://fujisilvertech.com/)
15:29:36	1159/1159	---M--	200	added ('OK')	image/png	etag:%2264c603fc-487%22	https://fujisilvertech.com/wp-content/uploads/2023/05/roundDot.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/uploads/2023/05/roundDot.png	(from https://fujisilvertech.com/)
15:29:36	60577/60577	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Jul%202025%2009:59:36%20GMT	https://fujisilvertech.com/l3UWoB.tif	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/l3UWoB.tif	(from https://fujisilvertech.com/)
15:29:37	18441/18441	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264c60402-4809%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/water-sewage-icon.svg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/water-sewage-icon.svg	(from https://fujisilvertech.com/)
15:29:37	18577/18577	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264c60400-4891%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/road-bridges.svg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/road-bridges.svg	(from https://fujisilvertech.com/)
15:29:37	193282/193282	---M--	200	added ('OK')	image/png	etag:%2264c603fc-302cf%22	https://fujisilvertech.com/wp-content/uploads/2023/05/indiamap.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/uploads/2023/05/indiamap.png	(from https://fujisilvertech.com/)
15:29:37	18739/18739	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264c60400-4933%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/railway-icon.svg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/railway-icon.svg	(from https://fujisilvertech.com/)
15:29:37	18502/18502	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264c603fd-4846%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/industrial-icon.svg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/industrial-icon.svg	(from https://fujisilvertech.com/)
15:29:37	18579/18579	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264c603fc-4893%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/cable-power-icon.svg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/cable-power-icon.svg	(from https://fujisilvertech.com/)
15:29:38	20888/20888	---M--	200	added ('OK')	image/jpeg	etag:%2264c60400-51a0%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/slide-1.jpg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/slide-1.jpg	(from https://fujisilvertech.com/)
15:29:38	40428/40428	---M--	200	added ('OK')	image/jpeg	etag:%2264c60400-9df4%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/slide-2.jpg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/slide-2.jpg	(from https://fujisilvertech.com/)
15:29:38	156144/156144	---M--	200	added ('OK')	image/jpeg	etag:%2264c603fa-261f8%22	https://fujisilvertech.com/wp-content/uploads/2023/07/Central-vista1.jpg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/uploads/2023/07/Central-vista1.jpg	(from https://fujisilvertech.com/)
15:29:38	135372/135372	---M--	200	added ('OK')	image/jpeg	etag:%2264c603fa-210d4%22	https://fujisilvertech.com/wp-content/uploads/2023/07/IIT-g.jpg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/uploads/2023/07/IIT-g.jpg	(from https://fujisilvertech.com/)
15:29:39	123903/123903	---M--	200	added ('OK')	image/jpeg	etag:%2264c603fa-1e407%22	https://fujisilvertech.com/wp-content/uploads/2023/07/soldssout21.jpg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/uploads/2023/07/soldssout21.jpg	(from https://fujisilvertech.com/)
15:29:39	135193/135193	---M--	200	added ('OK')	image/jpeg	etag:%2264c603fa-21021%22	https://fujisilvertech.com/wp-content/uploads/2023/07/Mahindra-Industrial-Park-1.jpg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/uploads/2023/07/Mahindra-Industrial-Park-1.jpg	(from https://fujisilvertech.com/)
15:29:39	111982/111982	---M--	200	added ('OK')	image/jpeg	etag:%2264c60400-1b576%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/sustainable-right.jpg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/sustainable-right.jpg	(from https://fujisilvertech.com/)
15:29:39	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264c60401-1a8c2%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/tonnes.svg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/tonnes.svg	(from https://fujisilvertech.com/)
15:29:40	59714/59714	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264c60401-e942%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/tonnes-1.svg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/tonnes-1.svg	(from https://fujisilvertech.com/)
15:29:40	160303/160303	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264c603fe-2722f%22	https://fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/man-power.svg	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/themes/fujisilvertech/assets/img/man-power.svg	(from https://fujisilvertech.com/)
15:29:40	5463/5463	---M--	200	added ('OK')	image/png	etag:%2264c603fa-1557%22	https://fujisilvertech.com/wp-content/uploads/2023/07/value-client.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/uploads/2023/07/value-client.png	(from https://fujisilvertech.com/)
15:29:41	20028/20028	---M--	200	added ('OK')	image/png	etag:%2265cf563f-4f23%22	https://fujisilvertech.com/wp-content/uploads/2024/02/11.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/uploads/2024/02/11.png	(from https://fujisilvertech.com/)
15:29:41	18532/18532	---M--	200	added ('OK')	image/png	etag:%2265cf5641-4905%22	https://fujisilvertech.com/wp-content/uploads/2024/02/12.png	C:/My%20Web%20Sites/InfraNew/fujisilvertech.com/wp-content/uploads/2024/02/12.png	(from https://fujisilvertech.com/)
